product_id,product_size,product_title,product_upc,productlink_id,productlink_buyprice,productlink_presale,productlink_price
4204,1.5 qt,Breyer's Deluxe Rocky Road Ice Cream ,,10301,3.99,7.49,4.79
4205,1.5 qt,Breyer's Fat Free French Chocolate Ice Cream ,,10302,3.99,7.49,4.79
4208,1.75 qt,Breyer's Hear Smart Vanilla Ice Cream ,,10305,3.99,7.49,4.79
4229,1.5 qt,Breyer's Light Double Churn Neapolitan Ice Cream ,,10326,3.99,7.49,4.79
4230,1.75 qt,Breyer's Parlor Ore Cookies & Cream Ice Cream ,,10327,3.99,7.49,4.79
4231,1.75 qt,Breyer's Peach Ice Cream ,,10328,3.99,7.49,4.79
4235,1.75 qt,Breyer's Strawberry Ice Cream ,,10332,3.99,7.49,4.79
4236,1.75 qt,Breyer's Sugar Smart Butter Pecan Ice Cream ,,10333,3.99,7.49,4.79
4237,1.75 qt,Breyer's Vanilla Fudge Twirl Ice Cream ,,10334,3.99,7.49,4.79
4238,32.75 oz,Breyer's Very Chocolate Cherry Ice Cream ,,10335,3.99,7.49,4.79
4206,1.5 qt,Breyers Frozen Dairy Dessert; Overload! Waffle Cone ,,10303,3.99,7.49,4.79
4207,1.5 qt,Breyers Frozen Dairy Dessert; Vanilla ,,10304,3.99,7.49,4.79
4209,1.5 qt,Breyers Ice Cream Parlor with Reese's Peanut Butter Cups ,,10306,3.99,7.49,4.79
4210,1.5 qt,Breyers Ice Cream; Butter Pecan ,,10307,3.99,7.49,4.79
4211,1.5 qt,Breyers Ice Cream; Caramel Swirl Chunk; Snickers ,,10308,3.99,7.49,4.79
4212,1.5 qt,Breyers Ice Cream; Chocolate ,,10309,3.99,7.49,4.79
4213,1.5 qt,Breyers Ice Cream; Chocolate Chip Cookie Dough ,,10310,3.99,7.49,4.79
4214,1.5 qt,Breyers Ice Cream; Chocolate Crackle ,,10311,3.99,7.49,4.79
4215,1.5 qt,Breyers Ice Cream; English Toffee with Heath Bar ,,10312,3.99,7.49,4.79
4216,1.5 qt,Breyers Ice Cream; Extra Creamy Chocolate ,,10313,3.99,7.49,4.79
4217,1.5 qt,Breyers Ice Cream; Extra Creamy Vanilla ,,10314,3.99,7.49,4.79
4218,1.5 qt,Breyers Ice Cream; French Vanilla ,,10315,3.99,7.49,4.79
4219,1.5 qt,Breyers Ice Cream; Homemade Vanilla ,,10316,3.99,7.49,4.79
4220,1.5 qt,Breyers Ice Cream; Lactose Free; Vanilla ,,10317,3.99,7.49,4.79
4221,1.5 qt,Breyers Ice Cream; Light; Extra Creamy; Chocolate Chocolate Chip ,,10318,3.99,7.49,4.79
4222,1.5 qt,Breyers Ice Cream; Light; Extra Creamy; No Sugar Added; Vanilla ,,10319,3.99,7.49,4.79
4223,1.5 qt,Breyers Ice Cream; Mint Chocolate Chip ,,10320,3.99,7.49,4.79
4224,1.5 qt,Breyers Ice Cream; Natural Vanilla ,,10321,3.99,7.49,4.79
4225,1.5 qt,Breyers Ice Cream; Reduced Fat; Vanilla/Chocolate/Strawberry ,,10322,3.99,7.49,4.79
4226,1.5 qt,Breyers Ice Cream; Triple Chocolate ,,10323,3.99,7.49,4.79
4227,1.5 qt,Breyers Ice Cream; Vanilla; Chocolate ,,10324,3.99,7.49,4.79
4228,1.5 qt,Breyers Ice Cream; Vanilla; Chocolate; Strawberry ,,10325,3.99,7.49,4.79
3711,6 oz,Breyers Lowfat Yogurt ,,9830,0.89,7.49,1.11
4232,1.75 qt,Breyers Peanut Butter & Fudge Ice Cream ,,10329,3.99,7.49,4.79
4233,1.5 qt,Breyers Smooth & Dreamy Ice Cream - Creamy Vanilla ,,10330,3.99,7.49,4.79
4234,1.5 qt,Breyers Smooth & Dreamy Ice Cream - Vanilla Bean ,,10331,3.99,7.49,4.79
3712,6 oz,Breyers YoCrunch Yogurt - Oreo Cookies n Cream ,,9831,0.89,7.49,1.11
2224,3 lb bag,Broccoli Florets - 3 lb. bag,,8337,4.86,7.49,5.71
3713,6 oz,Brown Cow Cream Top Whole Milk FOB Blueberry ,,9832,0.99,7.49,1.24
3714,6 oz,Brown Cow Cream Top Whole Milk FOB Cherry Vanilla ,,9833,0.99,7.49,1.24
3715,8 oz,Brown Cow Cream Top Whole Milk FOB Rasberry ,,9834,0.99,7.49,1.24
3716,8 oz,Brown Cow Cream Top Whole Milk FOB Strawberry ,,9835,0.99,7.49,1.24
3717,32 oz,Brown Cow Cream Top Whole Milk Maple ,,9836,3.39,7.49,4.24
3718,6 oz,Brown Cow Cream Top Whole Milk Vanilla ,,9837,0.99,7.49,1.24
3719,6 oz,Brown Cow Cream Top Whole Milk Yogurt - Apricot Mango ,,9838,0.99,7.49,1.24
3720,32 oz,Brown Cow Low Fat Vanilla ,,9839,3.39,7.49,4.24
3721,6 oz,Brown Cow Maple Smooth & Creamy Cream Top ,,9840,0.99,7.49,1.24
3722,32 oz,Brown Cow Non Fat Plain ,,9841,3.39,7.49,4.24
1388,8 ct,Brownberry 100% Whole Wheat Hamburger Buns ,,7462,3.79,7.49,4.62
1389,8 ea,Brownberry Kaiser Buns ,,7463,3.49,7.49,4.26
1390,8 ea,Brownberry Specialty Sandwich Buns Onion ,,7464,3.59,7.49,4.38
5845,23 oz can,Bruce's Yams,,11930,1.99,7.49,2.57
5846,40 oz can,Bruce's Yams,,11931,2.79,7.49,3.6
2949,7.5 oz ,Bugles,,9069,2.29,7.49,2.91
2001,30 ct. pkg,Bugles® Corn Snacks Original - 30 bags,,8090,6.32,7.49,7.43
1898,5 oz can,Bumble Bee® Chunk Light Tuna in Water -10 Pack,,7987,8.84,7.49,10.39
1899,6 oz can,Bumble Bee® Solid White Albacore Tuna - 8 Pack,,7988,9.48,7.49,11.14
1100,12 oz,Burt's Bees Body Wash ,,7174,7.99,7.49,9.99
1101,12 oz,Burt's Bees Body Wash; Citrus & Ginger Root ,,7175,7.99,7.49,9.99
1102,12 oz,Burt's Bees Body Wash; Milk & Shea Butter ,,7176,7.99,7.49,9.99
1103,6 oz,Burt's Bees Deep Cleansing Cream ,,7177,7.99,7.49,9.99
1104,7.5 oz,Burt's Bees Hand Soap ,,7178,6.99,7.49,8.74
5796,16 OZ CAN,Bushs Best Chili Beans,,11881,1.29,7.49,1.66
5797,16 OZ CAN,Bushs Best Dark Red Kidney Beans,,11882,1.29,7.49,1.66
5798,16 OZ CAN,Bushs Best Garbanzo Beans,,11883,1.29,7.49,1.66
5799,16 OZ CAN,Bushs Best Light Red Kidney Beans,,11884,1.29,7.49,1.66
5800,15.5 OZ CAN,Bushs Best Pinto Beans,,11885,1.29,7.49,1.66
1877,16.5 oz cans,Bushs® Original Baked Beans - 8 Pack,,7966,9.47,7.49,11.13
2784,1 BAR,Butterfinger,,8904,0.64,7.49,0.84
2785,1 BAR,Butterfinger Crisp,,8905,0.64,7.49,0.84
4520,12.6 oz,California Pizza Kitchen Crispy Thin Crust Pizza - Garlic Chicken ,,10617,6.29,7.49,7.86
4521,5.5 oz,California Pizza Kitchen Crispy Thin Crust Pizza - Sicilian ,,10618,3,7.49,3.75
4522,6.1 oz,California Pizza Kitchen Crispy Thin Crust Pizza For One - Margherita ,,10619,3,7.49,3.75
4523,6 oz,California Pizza Kitchen Flatbread Melt; Five Cheese & Spinach ,,10620,3,7.49,3.75
4524,5.9 oz,California Pizza Kitchen Flatbread Melts; Chicken & Bacon Club ,,10621,3,7.49,3.75
4525,7.5 oz,California Pizza Kitchen Pizza For One - BBQ Chicken ,,10622,3,7.49,3.75
4526,6.9 oz,California Pizza Kitchen Pizza For One - Four Cheese ,,10623,3,7.49,3.75
4527,14.1 oz,California Pizza Kitchen Pizza; Crispy Thin Crust; BBQ Recipe Chicken ,,10624,6.29,7.49,7.86
4528,12.8 oz,California Pizza Kitchen Pizza; Crispy Thin Crust; Margherita ,,10625,6.29,7.49,7.86
4529,12.7 oz,California Pizza Kitchen Pizza; Crispy Thin Crust; Sicilian Recipe ,,10626,6.29,7.49,7.86
4530,11.9 oz,California Pizza Kitchen Pizza; Crispy Thin Crust; White ,,10627,6.29,7.49,7.86
2246,15 ct.,Campari Vine Ripe Tomatoes Greenhouse Grown,,8359,5.37,7.49,6.31
5923,18.8 OZ CAN,Campbell's Chunky Beef Barley,,12008,2.99,7.49,3.86
5924,18.8 OZ CAN,Campbell's Chunky Chicken & Dumplings,,12009,2.99,7.49,3.86
5925,18.8 OZ CAN,Campbell's Chunky Chicken Corn Chowder,,12010,2.99,7.49,3.86
5926,18.8 OZ CAN,Campbell's Chunky Chicken w/ White & Wild Rice Soup,,12011,2.99,7.49,3.86
5927,18.6 OZ CAN,Campbell's Chunky Classic Chicken Noodle Soup,,12012,2.99,7.49,3.86
5928,18.8 OZ CAN,Campbell's Chunky New England Clam Chowder,,12013,2.99,7.49,3.86
5929,18.8 OZ CAN,Campbell's Chunky Old Fashioned Potato Ham Chowder,,12014,2.99,7.49,3.86
5930,18.8 OZ CAN,Campbell's Chunky Split Pea & Ham,,12015,2.99,7.49,3.86
5931,18.8 OZ CAN,Campbell's Chunky Steak N Potato Soup,,12016,2.99,7.49,3.86
5932,18.8 OZ CAN,Campbell's Chunky Vegetable Soup,,12017,2.99,7.49,3.86
5933,10.7 OZ CAN,Campbell's Condensed Broccoli & Cheese,,12018,1.69,7.49,2.18
5934,10.7 OZ CAN,Campbell's Condensed Chicken & Stars,,12019,1.69,7.49,2.18
5935,10.7 OZ CAN,Campbell's Condensed Chicken Noodle Soup,,12020,1.69,7.49,2.18
5936,26 oz can,Campbell's Condensed Chicken Noodle Soup,,12021,2.39,7.49,3.08
5937,10.7 OZ CAN,Campbell's Condensed Cream Of Broccoli Soup,,12022,1.69,7.49,2.18
5938,10.7 OZ CAN,Campbell's Condensed Cream Of Celery Soup,,12023,1.69,7.49,2.18
5939,10.7 OZ CAN,Campbell's Condensed Cream Of Chicken Soup,,12024,1.69,7.49,2.18
5940,10.7 OZ CAN,Campbell's Condensed Cream Of Chicken Soup - 98% Fat Free,,12025,1.69,7.49,2.18
5941,10.7 OZ CAN,Campbell's Condensed Cream Of Mushroom Soup,,12026,1.69,7.49,2.18
5942,10.7 OZ CAN,Campbell's Condensed Cream Of Mushroom Soup - 98% Fat Free,,12027,1.69,7.49,2.18
5943,10.5 OZ CAN,Campbell's Condensed French Onion Soup,,12028,1.69,7.49,2.18
5944,10.5 OZ CAN,Campbell's Condensed Fun Shapes Pasta & Chicken Broth - Alphabets,,12029,1.69,7.49,2.18
5945,10.5 OZ CAN,Campbell's Condensed Fun Shapes Pasta & Chicken Broth - Danny Phantom,,12030,1.69,7.49,2.18
5946,10.5 OZ CAN,Campbell's Condensed Fun Shapes Pasta & Chicken Broth - Disney Cars,,12031,1.69,7.49,2.18
5947,10.5 OZ CAN,Campbell's Condensed Fun Shapes Pasta & Chicken Broth - Dora The Explorer,,12032,1.69,7.49,2.18
5948,10.5 OZ CAN,Campbell's Condensed Fun Shapes Pasta & Chicken Broth - Goldfish,,12033,1.69,7.49,2.18
5949,10.5 OZ CAN,Campbell's Condensed Minestrone Soup,,12034,1.69,7.49,2.18
5950,10.7 OZ CAN,Campbell's Condensed Tomato Soup,,12035,1.69,7.49,2.18
5951,26 oz can,Campbell's Condensed Tomato Soup,,12036,1.69,7.49,2.18
5952,10.5 OZ CAN,Campbell's Condensed Vegetable Beef Soup,,12037,1.69,7.49,2.18
5953,18 oz can,Campbell's Select Chicken w/ Egg Noodles Soup,,12038,2.09,7.49,2.7
5955,18 oz can,Campbell's Select Creamy Chicken Alfredo Soup,,12040,2.09,7.49,2.7
5954,18 oz can,Campbell's Select Creamy Potato & Garlic Soup,,12039,2.09,7.49,2.7
5957,18 oz can,Campbell's Select Italian Sausage w/ Pasta & Pepperoni Soup,,12042,2.09,7.49,2.7
5956,18 oz can,Campbell's Select Italian Style Wedding Soup,,12041,2.09,7.49,2.7
5958,18 oz can,Campbell's Select Mexican Chicken Tortilla Soup Light,,12043,2.09,7.49,2.7
5913,15 OZ CAN,Campbell's SpaghettiO's,,11998,0.99,7.49,1.28
5915,14.7 OZ CAN,Campbell's SpaghettiO's Shapes - A To Z's w/ Meatballs,,12000,1.15,7.49,1.48
5916,14.7 OZ CAN,Campbell's SpaghettiO's Shapes - Danny Phantom w/ Franks,,12001,1.15,7.49,1.48
5917,14.7 OZ CAN,Campbell's SpaghettiO's Shapes - Disney Cars w/ Meatballs,,12002,1.15,7.49,1.48
5918,14.7 OZ CAN,Campbell's SpaghettiO's Shapes - Dora The Explorer Original,,12003,1.15,7.49,1.48
5914,15 OZ CAN,Campbell's SpaghettiO's w/ Meatballs,,11999,0.99,7.49,1.28
1883,10.75 oz can,Campbells® Chicken Noodle Soup -  12 Pack,,7972,7.79,7.49,9.15
1884,10.75 oz can,Campbells® Cream of Mushroom - 10 Pack,,7973,8.38,7.49,9.85
1885,10.75 oz can,Campbells® Tomato Soup - 12 Pack,,7974,7.82,7.49,9.19
492,12 OZ CAN,Canada Dry Ginger Ale,,6566,4.48,7.49,5.04
427,2 ltr btl,Canada Dry Ginger Ale,,6501,1.48,7.49,1.89
428,2 ltr btl,Canada Dry Ginger Ale - Diet,,6502,1.48,7.49,1.89
493,12 OZ CAN,Canada Dry Ginger Ale - Diet,,6567,4.48,7.49,5.04
167,10 ea,Capri Sun Juice Drink Blend; Berry Tangerine Morning; Strawberry Tangerine Flavored ,,6240,2.39,7.49,2.82
168,10 ea,Capri Sun Juice Drink Blend; Fruit Punch Flavored ,,6241,2.39,7.49,2.82
169,10 ea,Capri Sun Juice Drink Blend; Pacific Cooler ,,6242,2.39,7.49,2.82
170,10 ea,Capri Sun Juice Drink Blend; Tropical Punch Flavored ,,6243,2.39,7.49,2.82
171,40 ea,Capri Sun Juice Drink Blend; Variety Pack ,,6244,8.29,7.49,9.78
172,10 ea,Capri Sun Juice Drink; Coastal Cooler ,,6245,2.39,7.49,2.82
173,10 ea,Capri Sun Juice Drink; Grape ,,6246,2.39,7.49,2.82
174,10 ea,Capri Sun Juice Drink; Lemonade ,,6247,2.39,7.49,2.82
175,10 ea,Capri Sun Juice Drink; Mountain Cooler ,,6248,2.39,7.49,2.82
176,10 ea,Capri Sun Juice Drink; Orange ,,6249,2.39,7.49,2.82
177,10 ea,Capri Sun Juice Drink; Red Berry ,,6250,2.39,7.49,2.82
178,10 ea,Capri Sun Juice Drink; Splash Cooler ,,6251,2.39,7.49,2.82
179,10 ea,Capri Sun Juice Drink; Strawberry Kiwi ,,6252,2.39,7.49,2.82
180,10 ea,Capri Sun Juice Drink; Tropical Morning ,,6253,2.39,7.49,2.82
181,10 ea,Capri Sun Juice Drink; Wild Cherry ,,6254,2.39,7.49,2.82
182,10 ea,Capri Sun Juice; 100%; Apple Splash ,,6255,2.79,7.49,3.29
183,10 ea,Capri Sun Juice; 100%; Berry Breeze ,,6256,2.79,7.49,3.29
184,10 ea,Capri Sun Juice; 100%; Fruit Dive ,,6257,2.79,7.49,3.29
5157,20 ea,Cascade 2 in 1 Action Pacs with the power of Dawn Cinnimon Apple ,,11266,4.36,7.49,5.45
5158,20 ea,Cascade Action Packs With Bleach ,,11267,4.36,7.49,5.45
5159,60 ea,Cascade Action Pacs Fresh Rapids With Bleach ,,11268,10.79,7.49,13.49
5160,75 oz,Cascade Complete Dishwasher Detergent ,,11269,6.99,7.49,8.74
5161,75 oz,Cascade Complete Liquid Detergent ,,11270,6.99,7.49,8.74
5162,20 ea,Cascade Dishwasher Detergent ,,11271,4.36,7.49,5.45
5163,26 ea,Cascade Dishwasher Detergent ,,11272,6.04,7.49,7.55
5164,85 ea,Cascade Dishwasher Detergent ,,11273,16.59,7.49,20.74
5165,75 oz,Cascade Dishwasher Detergent Gel; With Shine Shield; Lemon Scent ,,11274,5.85,7.49,7.31
5166,75 oz,Cascade Dishwasher Detergent; Citrus Breeze Scent ,,11275,6.99,7.49,8.74
5167,32 ea,Cascade Dishwasher Detergent; Citrus Scent ,,11276,6.04,7.49,7.55
5168,60 ea,Cascade Dishwasher Detergent; Citrus Scent ,,11277,10.79,7.49,13.49
5169,75 oz,Cascade Dishwasher Detergent; Fresh Scent ,,11278,5.85,7.49,7.31
5170,45 oz,Cascade Dishwasher Detergent; Lemon Scent ,,11279,2.99,7.49,3.74
5171,75 oz,Cascade Dishwasher Detergent; Lemon Scent ,,11280,5.85,7.49,7.31
5172,75 oz,Cascade Dishwasher Detergent; Shine Shield Formula; Fresh Scent ,,11281,5.85,7.49,7.31
5173,32 ea,Cascade Dishwasher Detergent; with Shine Shield ,,11282,6.04,7.49,7.55
5174,75 ct,Cascade Extra Bleach Action Gel ,,11283,5.85,7.49,7.31
5175,45 oz,Cascade Gel Lemon NC ,,11284,2.99,7.49,3.74
5176,75 oz,Cascade Gel Orange With Dawn ,,11285,5.85,7.49,7.31
5177,45 oz,Cascade Powder Lemon NC ,,11286,2.99,7.49,3.74
5178,75 oz,Cascade Powder Orchard Splash ,,11287,5.85,7.49,7.31
2264,110 ct,Cascade® Action Pacs®- 110 ct. ,,8377,18.88,7.49,22.18
2265,155 oz jug,Cascade® Extra Action Gel Dish Washing with Dawn,,8378,8.68,7.49,10.2
2266,11.25 lbs box,Cascade® Extra Action Powder - 11.25 lbs.Box,,8379,9.28,7.49,10.9
2555,17 oz,Cascadian Farm Granola; Cinnamon Raisin ,,8681,3.59,7.49,4.49
695,16 OZ BTL,Cetaphil Moisturizing Facial Lotion,,6769,9.34,7.49,10.29
5595,0.15 oz,Chapstick 100% Naturals Botanical Medley ,,11680,2.79,7.49,3.4
5596,0.15 oz,Chapstick 100% Naturals Lip Butter Tube ,,11681,2.79,7.49,3.4
5597,3 ea,Chapstick Classic Cherry Value Pack ,,11682,2.99,7.49,3.65
5598,3 ea,Chapstick Classic Original 3 Pack ,,11683,2.99,7.49,3.65
5599,0.15 oz,Chapstick Classic Strawberry ,,11684,1.09,7.49,1.33
5600,0.15 oz,ChapStick Lip Balm; Invigorating Green Tea Mint ,,11685,2.79,7.49,3.4
5601,0.15 oz,ChapStick Lip Moisturizer - Vanilla Mint ,,11686,1.09,7.49,1.33
5602,0.15 oz,ChapStick Skin Protectant/External Analgesic; SPF 4; Medicated ,,11687,1.09,7.49,1.33
5603,0.15 oz,ChapStick Skin Protectant/Sunscreen; SPF 15; Moisturizer ,,11688,1.09,7.49,1.33
5604,3 ea,ChapStick Skin Protectant/Sunscreen; SPF 15; Moisturizer ,,11689,2.99,7.49,3.65
5605,0.15 oz,ChapStick Skin Protectant/Sunscreen; SPF 4; Cherry ,,11690,1.09,7.49,1.33
5606,0.15 oz,ChapStick Skin Protectant/Sunscreen; SPF 4; Original ,,11691,1.09,7.49,1.33
5607,0.15 oz,ChapStick True Shimmer Lip Balm - Berry ,,11692,2.79,7.49,3.4
5608,0.15 oz,ChapStick True Shimmer Lip Balm - Tropical ,,11693,2.79,7.49,3.4
2321,36 roll pkg,Charmin® Ultra Soft Big Rolls  -36 = 72,,8434,18.82,7.49,22.11
2322,36 roll pkg,Charmin® Ultra Strong Big Rolls  -36 = 72,,8435,17.58,7.49,20.66
2365,170 OZ JUG,Cheer® Ultra 2X HE Liquid Detergent - 110 Loads,,8478,17.68,7.49,20.77
1906,49 oz box,Cheerios® Honey Nut - 2 Bags,,7995,6.25,7.49,7.34
1907,30 oz box,Cheerios® MultiGrain - 2 Bags,,7996,6.67,7.49,7.84
1908,37 oz box,Cheerios® Original  - 2 Bags,,7997,5.27,7.49,6.19
1934,28 oz bag,Cheerios® Snack Mix- 28 oz Bag,,8023,4.31,7.49,5.06
1931,1 oz pkgs,Cheetos® Crunchy - 50 Pack,,8020,10.29,7.49,12.09
1932,1 oz pkgs,Cheetos® Flamin Hot  - 50 Pack,,8021,11.22,7.49,13.18
1880,15 oz can,Chef Boyardee® Beef Ravioli -10 Pack,,7969,8.78,7.49,10.32
1881,7.5 oz Bowl,Chef Boyardee® Variety  -8 Pack,,7970,6.54,7.49,7.68
1998,1.75 OZ BAG,Chex Mix® Traditional - 36 Pack,,8087,9.26,7.49,10.88
1999,31 oz bag,Chex Mix® Traditional - Big Bag,,8088,4.38,7.49,5.15
2000,1.2 oz bars,Chex Mix® Turtle Bars- 24 Pack,,8089,7.87,7.49,9.25
5613,30 ea,Children's Tylenol Fever Reducer Pain Reliever Meltaways - Bubblegum Burst 80 mg ,,11698,3.99,7.49,4.79
5614,30 ea,Children's Tylenol Meltaways ages 2-6 Grape Punch ,,11699,3.99,7.49,4.79
2305,165 ct,Chinet® Paper Dinner Plates - 165 ct.,,8418,15.68,7.49,18.42
2306,225 ct,Chinet® Paper Lunch Plates - 225 ct.,,8419,11.96,7.49,14.05
1860,6 oz cups,Chobani® Greek Yogurt Variety - 12 Pack,,7944,11.57,7.49,13.59
2254,3 oz bars,Chunk O Fruiti® Frozen Fruit Bars - 16 Pack,,8367,8.98,7.49,10.55
4765,1 ea,Circle M Paper Towels 1 Roll ,,10870,0.89,7.49,1.15
4924,8 oz,Citrus Magic Air Freshener; Solid; Fresh Citrus Scent ,,11028,3.99,7.49,4.59
4925,8 oz,Citrus Magic Air Freshener; Solid; Pure Linen ,,11029,3.99,7.49,4.59
2298,300 ct,Clear Forks - 300 ct.,,8411,9.26,7.49,10.88
2303,125 ct,Clear Nacho Trays - 125 ct.,,8416,5.58,7.49,6.56
1105,3 ea,Clearly Natural Glycerine Soap ,,7179,2.99,7.49,3.74
5068,2 ea,Clorox Automatic Toilet Bowl Cleaner ,,11176,5.44,7.49,6.85
5069,2 ea,Clorox Automatic Toilet Bowl Cleaner with Bleach ,,11177,5.44,7.49,6.85
5289,90 oz,Clorox Bleach ,,11398,3.99,7.49,2.44
5290,96 oz,Clorox Bleach Liquid Citrus Blend ,,11399,1.87,7.49,2.44
5062,24 oz,Clorox Toilet Bowl Cleaner for Tough Stains ,,11170,2.49,7.49,3.14
5063,24 oz,Clorox Toilet Bowl Cleaner with Bleach - Fresh Scent ,,11171,2.49,7.49,3.14
5064,24 oz,Clorox Toilet Bowl Cleaner with Bleach - Rain Clean ,,11172,2.49,7.49,3.14
5065,2 ea,Clorox Toilet Bowl Cleaner with Bleach - Rain Clean Bonus Pack ,,11173,3.94,7.49,4.96
5066,10 ea,Clorox Toilet Wand Disposable Refill ,,11174,4.69,7.49,5.91
5067,1 ea,Clorox Toilet Wand Starter Kit with Caddy ,,11175,9.99,7.49,12.59
2333,6 ct. ,Clorox® Automatic Toilet Bowl Cleaner- 6 Pack,,8446,9.98,7.49,11.73
2334,212 oz btl,Clorox® Clean Up® with Bleach + Refill - 3 Pack,,8447,10.24,7.49,12.03
2337,182 OZ BTL,Clorox® Regular Liquid Bleach - 3 Pack,,8450,7.74,7.49,9.09
2338,112 OZ JUG,Clorox® Ultra 2X Bleach For Colors -82 Loads,,8451,13.38,7.49,15.72
1834,4 oz. pkgs,Cloverhill Bakery® Cheese Danish - Box of 12,,7935,4.98,7.49,5.85
1835,4.25 oz. pkgs,Cloverhill Bakery® Cherry Cheese Danish - Box of 12,,7936,4.98,7.49,5.85
1836,4 oz. pkgs,Cloverhill Bakery® Cinnamon Rolls - Box of 12,,7937,4.98,7.49,5.85
1106,18 oz,Coast Hair and Body Wash; Pacific Force ,,7180,3.99,7.49,4.99
437,2 ltr btl,Coca Cola - Cherry,,6511,1.48,7.49,1.89
438,2 ltr btl,Coca Cola - Vanilla,,6512,1.48,7.49,1.89
478,12 OZ CAN,Coca Cola Cherry,,6552,4.5,7.49,4.89
479,12 OZ CAN,Coca Cola Classic,,6553,4.28,7.49,4.99
439,2 LTR BTL,Coca Cola Classic,,6513,1,7.49,1.79
480,12 oz can,Coca Cola Classic - Caffeine Free,,6554,4.5,7.49,4.89
440,16.9 oz btl,Coca Cola Classic 6pk,,6514,3.28,7.49,3.89
481,12 oz can,Coca Cola Vanilla,,6555,4.5,7.49,4.89
482,12 OZ CAN,Coke Zero,,6556,4.28,7.49,4.99
441,2 ltr btl,Coke Zero,,6515,1.48,7.49,1.89
483,12 oz can,Coke Zero - Vanilla,,6557,4.5,7.49,4.89
484,12 oz can,CokeZero - Cherry,,6558,4.5,7.49,4.89
1938,18 ct box.,Combos® Cheddar Flavored Pretzels - 18 ct.,,8027,6.44,7.49,7.57
1939,18 ct. box,Combos® Cheese Crackers- 18 Pack,,8028,6.64,7.49,7.8
3677,16 oz,Cool Whip Whipped Topping ,,9796,2.78,7.49,3.53
3678,12 oz,Cool Whip Whipped Topping ,,9797,1.99,7.49,2.53
3679,8 oz,Cool Whip Whipped Topping ,,9798,1.39,7.49,1.77
3680,8 oz,Cool Whip Whipped Topping; Extra Creamy ,,9799,1.39,7.49,1.77
3681,8 oz,Cool Whip Whipped Topping; Fat Free ,,9800,1.39,7.49,1.77
3682,12 oz,Cool Whip Whipped Topping; Fat Free ,,9801,1.99,7.49,2.53
3683,16 oz,Cool Whip Whipped Topping; Lite ,,9802,2.78,7.49,3.53
3684,8 oz,Cool Whip Whipped Topping; Lite ,,9803,1.39,7.49,1.77
3685,12 oz,Cool Whip Whipped Topping; Lite ,,9804,1.99,7.49,2.53
3686,8 oz,Cool Whip Whipped Topping; Sugar Free ,,9805,1.39,7.49,1.77
2261,16 oz tubs,Cool Whip® Whipped Topping Original - 2 Pack,,8374,4.16,7.49,4.89
4843,12 ea,Cottonelle Bath Tissue with Aloe & E 12 Double Rolls ,,10947,6.99,7.49,7.76
4844,42 ct,Cottonelle Fresh Moist Wipes Pop-up Tub 42 ct ,,10948,2.44,7.49,2.71
4845,140 ea,Cottonelle Fresh Moist Wipes Refill 140 ct ,,10949,6.99,7.49,7.76
4846,84 ea,Cottonelle Fresh Moist Wipes Refill 84 ct ,,10950,3.85,7.49,4.27
2320,220 ct,Cottonelle® Flushable Moist Wipes  + Refills,,8433,9.77,7.49,11.48
3168,15 oz,Country Crock 39% Vegetable Oil Spread; Calcium Plus Vitamin D ,,9288,1.56,7.49,1.89
3169,15 oz,Country Crock 53% Vegetable Oil Spread; Original ,,9289,1.56,7.49,1.89
3170,45 oz,Country Crock Shedd's Spread Churn Style ,,9290,3.39,7.49,4.1
3171,45 oz,Country Crock Shedd's Spread Light ,,9291,3.39,7.49,4.1
2955,3 oz bag,Cracker Jack,,9075,1.49,7.49,1.89
2002,1.25 oz bags,Cracker Jack® 24 Pack,,8091,6.88,7.49,8.08
2956,4 oz box,Crunch N Munch - Buttery Toffee,,9076,1,7.49,1.27
2957,4 oz box,Crunch N Munch - Caramel,,9077,1,7.49,1.27
1940,10 oz pkgs,Crunchmaster® Multi Grain Crackers Twin Pack,,8029,6.87,7.49,8.07
1941,20 oz box,Crunchmaster® Multi-Grain Crackers - Gluten Free,,8030,7.16,7.49,8.41
465,12 oz can,Crush,,6539,3.79,7.49,4.89
309,6 ea,Crystal Light Drink Mix; Decaffeinated Iced Tea; Natural Lemon Flavor ,,6383,4.19,7.49,5.11
310,6 ea,Crystal Light Drink Mix; Fruit Punch ,,6384,4.19,7.49,5.11
311,6 ea,Crystal Light Drink Mix; Iced Tea; Natural Lemon Flavor ,,6385,4.19,7.49,5.11
312,6 ea,Crystal Light Drink Mix; Iced Tea; Peach ,,6386,4.19,7.49,5.11
313,8 ea,Crystal Light Drink Mix; Iced Tea; Peach ,,6387,3.29,7.49,4.01
314,6 ea,Crystal Light Drink Mix; Iced Tea; Raspberry ,,6388,4.19,7.49,5.11
315,5 ea,Crystal Light Drink Mix; Natural Cherry Pomegranate Flavor ,,6389,4.19,7.49,5.11
316,6 ea,Crystal Light Drink Mix; Natural Lemonade Flavor ,,6390,4.19,7.49,5.11
317,8 ea,Crystal Light Drink Mix; Natural Lemonade Flavor ,,6391,3.29,7.49,4.01
318,10 ea,Crystal Light Drink Mix; Natural Pink Lemonade ,,6392,3.19,7.49,3.89
